id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated
323059327,20140703T000000,1025000,4,3.5,4370,10860,2,0,0,3,11,4370,0,2008,0
3026079005,20141017T000000,640000,6,2,2840,228690,1.5,0,0,3,6,2720,120,1948,0
5014000100,20140924T000000,537000,4,2,1720,6413,1,0,0,4,7,860,860,1950,0
6411600069,20140521T000000,325000,3,1,990,6750,1,0,0,4,6,990,0,1947,0
8910500226,20150409T000000,370350,3,3.5,1340,1168,2,0,2,3,8,1080,260,2002,0
4233400480,20141124T000000,240000,3,2,1190,10299,1,0,0,3,7,1190,0,1994,0
9435300030,20140528T000000,550000,4,1,1660,34848,1,0,0,1,5,930,730,1933,0
2224069165,20140902T000000,801000,4,3.5,3290,8059,2,0,0,3,9,3290,0,2012,0
1604601225,20150420T000000,423500,3,2,1770,6000,1,0,3,3,7,1100,670,1984,0
263000291,20140904T000000,433500,3,1.75,1540,9450,1,0,0,4,6,1040,500,1919,0
9477201040,20141118T000000,430000,3,1.75,1810,7300,1,0,0,4,7,1240,570,1976,0
4356200120,20141023T000000,248000,1,1,790,12000,1,0,0,3,6,790,0,1918,0
3379100130,20140618T000000,507000,4,1.75,1770,9375,1,0,0,4,7,1170,600,1968,0
4229400015,20150507T000000,570000,3,1,1030,4089,1.5,0,0,3,7,1030,0,1927,0
8807600140,20150424T000000,405000,3,1,1280,11625,1,0,0,4,7,1280,0,1977,0
3886902505,20150311T000000,616300,3,2,1700,8400,2,0,2,3,7,1700,0,1927,0
6021501420,20140825T000000,571000,4,1,1350,4000,1.5,0,0,3,8,1350,0,1930,0
87000283,20141118T000000,359950,3,2.5,1980,7800,2,0,0,3,8,1980,0,1999,0
3530200160,20140603T000000,654950,4,2.5,2790,45902,2,0,0,3,9,2790,0,1987,0
1999600320,20150304T000000,729000,3,2.5,2480,7428,2,0,0,3,9,2480,0,1990,0
8910500150,20140529T000000,329932,3,1.5,1460,5040,1,0,0,3,7,1100,360,1971,0
2487200680,20150224T000000,447000,2,1,720,7500,1,0,2,3,6,720,0,1925,0
8644300200,20140605T000000,555000,4,2.75,2020,10720,1,0,0,4,8,1420,600,1976,0
3343900781,20141027T000000,299000,3,1.5,1190,9135,1,0,0,4,7,1190,0,1959,0
2141330700,20140522T000000,555000,4,2.25,2350,8140,1,0,0,4,8,1430,920,1977,0
2641800060,20150427T000000,239000,3,1,940,8571,1,0,0,3,6,940,0,1950,0
8078460810,20141210T000000,620000,4,2.5,2580,7465,2,0,0,3,8,2580,0,1993,0
3243100080,20150501T000000,270000,3,1,1130,7920,1,0,0,3,7,1130,0,1961,0
5104532030,20150306T000000,515000,4,3.5,3400,5222,2,0,0,3,9,3400,0,2005,0
1441800250,20150126T000000,440000,4,2.25,2080,15750,1,0,0,3,8,1460,620,1976,0
2123049086,20140807T000000,210000,2,0.75,840,49658,1,0,0,2,6,840,0,1948,0
844001052,20150128T000000,365000,4,2.5,1904,8200,2,0,0,5,7,1904,0,1999,0
7604410030,20150121T000000,375000,4,2.75,1890,5240,1,0,0,3,7,980,910,1981,0
5104200380,20141014T000000,265000,3,1,1010,14948,1,0,0,5,6,1010,0,1969,0
9525600030,20150428T000000,631500,2,2.5,1780,2493,3,0,0,3,8,1780,0,1981,0
2013801086,20150513T000000,245000,3,1.5,1340,7391,1,0,0,4,7,1340,0,1966,0
1180002735,20141119T000000,269000,2,1.5,1010,6000,1,0,0,4,7,1010,0,1923,0
11501310,20141121T000000,715000,3,3.25,3060,9055,2,0,0,3,10,2460,600,1994,0
7211400535,20150323T000000,275500,4,1,1290,5000,1.5,0,0,3,7,1290,0,1957,0
203400090,20140729T000000,740000,4,3.5,3760,57063,2,0,0,3,9,2950,810,1998,0
5437600010,20150406T000000,304000,3,2.5,1670,5298,2,0,0,3,8,1670,0,2002,0
5490700100,20141208T000000,310000,3,1,1210,7649,1,0,0,4,7,1210,0,1956,0
2028701000,20140529T000000,635200,4,1.75,1640,4240,1,0,0,5,7,920,720,1921,0
1048000160,20140627T000000,504200,2,1.5,1200,1687,3,0,0,3,8,1200,0,2008,0
290200230,20140819T000000,676000,4,2.5,2800,5368,2,0,0,3,8,2800,0,2003,0
7952800010,20140519T000000,475000,4,2.5,3060,10043,1,0,0,4,8,1700,1360,1968,0
2025700180,20141120T000000,3.00E+05,3,2.25,1760,5421,2,0,0,3,7,1760,0,1991,0
2624049167,20150423T000000,461550,3,1.5,2090,11895,1,0,0,3,7,1790,300,1954,0
3331001165,20140926T000000,305000,3,1,820,5150,1,0,0,5,6,820,0,1918,0
8965410150,20140825T000000,962800,4,2.5,3780,23623,2,0,0,3,9,3780,0,1997,0
7889600285,20141218T000000,315000,3,2.5,1950,3000,2,0,0,3,7,1950,0,2001,0
579002600,20141001T000000,660000,3,1.75,1750,5200,1,0,1,4,8,1750,0,1956,0
375000165,20140723T000000,991700,4,3,2290,2350,2,0,1,3,9,1610,680,1924,2011
6190500380,20141027T000000,546200,3,2.5,2678,6607,2,0,0,3,9,2678,0,1998,0
5437820020,20140807T000000,195000,3,1.75,1580,7875,1,0,0,3,7,1580,0,1979,0
2895730540,20141210T000000,929000,5,3.25,4150,7100,2,0,0,3,10,4150,0,2013,0
2599001500,20140712T000000,235000,3,1.75,1420,7920,1,0,0,4,7,1420,0,1962,0
4136920030,20140524T000000,347000,4,1.5,2670,10026,2,0,0,3,8,2670,0,1996,0
3362400431,20140626T000000,518500,3,3.5,1590,1102,3,0,0,3,8,1590,0,2010,0
476000331,20141202T000000,505500,3,2.5,1300,1187,3,0,0,3,8,1300,0,2005,0
9276202190,20140808T000000,545000,6,1.75,1820,6250,1,0,0,3,7,1130,690,1954,0
7224000315,20140723T000000,256000,3,1,880,5375,1,0,0,4,5,880,0,1924,0
1152700020,20141226T000000,370000,4,2.5,2650,5706,2,0,0,3,9,2650,0,2005,0
643300040,20150313T000000,719521,4,1.75,1920,9500,1,0,0,4,7,1470,450,1966,0
1912100882,20140730T000000,482000,2,2.25,1350,1248,2,0,0,3,7,1180,170,2000,0
617000089,20141117T000000,274000,2,1,820,6200,1,0,0,4,6,820,0,1954,0
9482700455,20141021T000000,696500,4,2.75,2540,4400,1.5,0,0,5,7,1630,910,1925,0
9438300035,20140827T000000,355000,3,1.75,2040,8173,1,0,0,3,7,1470,570,1958,0
2767602945,20140625T000000,5.00E+05,3,1.5,1190,4750,1,0,0,3,7,970,220,1940,0
7934000145,20141201T000000,450000,4,2.75,2900,6400,2,0,0,3,7,2040,860,1911,1970
8682230400,20140507T000000,428000,2,2,1350,3900,1,0,0,3,8,1350,0,2003,0
9433000460,20141007T000000,779950,4,2.75,2990,4298,2,0,0,3,9,2990,0,2014,0
7625701386,20140516T000000,430000,3,1.75,2150,4333,1,0,0,3,7,1200,950,1956,0
621069074,20140603T000000,365000,3,2.5,1720,99916,2,0,0,4,7,1720,0,1990,0
9358001732,20150428T000000,4.00E+05,3,2.5,1390,2815,2,0,0,3,8,1390,0,1999,0
5561100180,20141107T000000,645000,5,2.25,3340,52476,2,0,0,4,8,3340,0,1975,0
9455200445,20150325T000000,601000,3,1.75,1330,6743,1,0,0,3,8,1330,0,1958,2002
3438503045,20150120T000000,165000,2,1,780,6380,1,0,0,3,6,780,0,1947,0
7431500280,20141110T000000,959750,4,3,3060,50002,1,0,2,4,8,2460,600,1957,0
3271800850,20140806T000000,765000,3,1.75,2440,5800,1,0,3,4,8,1320,1120,1945,0
9521100106,20140826T000000,440000,4,1,1780,4000,1.5,0,0,3,7,1780,0,1922,0
9346930250,20140926T000000,668500,4,2.25,2290,9546,1,0,0,4,8,1780,510,1976,0
2781230020,20141209T000000,398500,4,2.5,2820,6666,2,0,0,3,9,2820,0,2007,0
4221250340,20150409T000000,625000,3,2.5,2280,4757,2,0,0,3,8,2280,0,2003,0
280610020,20140902T000000,825000,4,3.25,4110,14219,2,0,2,4,10,2570,1540,1979,0
3293700221,20141021T000000,280000,3,1,1260,7660,1,0,0,3,6,1260,0,1947,0
2413300240,20141110T000000,280000,4,2.25,1990,7350,1,0,0,4,8,1180,810,1978,0
1786630160,20140711T000000,344200,4,2.5,2490,5812,2,0,0,3,8,2490,0,2000,0
1737300130,20141222T000000,610000,6,2.5,3610,12033,2,0,0,3,8,3210,400,1970,0
9830200475,20150323T000000,525000,3,3.25,2200,7440,2,0,0,4,7,1710,490,1947,0
2024069128,20141110T000000,1030000,3,2.5,3545,9816,1,0,0,3,10,2610,935,2005,0
1552800280,20140918T000000,298950,5,2.25,2300,11505,1,0,0,3,8,1300,1000,1963,0
8062900030,20140715T000000,275000,3,1.75,1300,8099,1,0,0,4,7,1080,220,1976,0
1965200010,20141110T000000,6.00E+05,2,1,1110,3500,1.5,0,0,3,6,970,140,1912,0
9406700180,20150416T000000,419000,4,2.5,3190,4980,2,0,0,3,9,3190,0,2005,0
7227501645,20140603T000000,230000,3,2,1440,5600,1,0,0,4,6,720,720,1942,2007
2112701165,20150408T000000,285000,4,1,1430,3600,1,0,0,3,6,980,450,1947,0
3885804390,20150421T000000,1500000,4,3.25,3470,5222,2,0,0,3,10,2830,640,2005,0
9319800050,20150421T000000,790000,4,2.5,2650,5000,2,0,0,3,8,2650,0,2007,0
2768100545,20140908T000000,499000,3,1.5,1260,3135,1,0,0,4,7,780,480,1944,0
8001100030,20150102T000000,256000,3,2.5,1570,5113,1,0,0,3,7,1090,480,1996,0
5647900930,20141215T000000,195000,3,1,1070,22489,1,0,0,3,7,1070,0,1967,0
9348700490,20150410T000000,899000,4,2.5,3540,9349,2,0,0,3,10,3540,0,2003,0
9526600090,20150424T000000,750000,4,2.5,2680,4548,2,0,0,3,8,2680,0,2009,0
8682262190,20150319T000000,480000,2,2,1350,4220,1,0,0,3,8,1350,0,2004,0
8857310010,20141219T000000,268500,2,1.5,1290,1749,1,0,0,3,8,660,630,1969,0
8563030280,20140513T000000,7.00E+05,3,2.5,2030,8398,2,0,0,4,9,2030,0,1975,0
9558020460,20140604T000000,427500,4,2.5,2460,5091,2,0,0,3,9,2460,0,2003,0
3260570260,20141204T000000,550000,4,3.5,3540,4750,2,0,0,3,10,3540,0,2003,0
1508210230,20150428T000000,567000,3,2.25,1800,6875,1,0,0,4,8,1230,570,1974,0
3904920390,20140710T000000,545000,3,2.5,2060,7184,2,0,0,3,8,2060,0,1987,0
6414600070,20140617T000000,210000,1,1,930,7129,1,0,0,3,6,930,0,1948,0
8029770410,20150420T000000,650000,4,2.5,3160,8530,2,0,0,3,9,3160,0,2006,0
7660600131,20141020T000000,374950,2,2.25,1240,1172,2,0,0,3,8,1000,240,2008,0
3869900146,20141030T000000,306500,2,1,840,892,2,0,0,3,7,840,0,2006,0
924059233,20141208T000000,659000,4,2,2350,9329,2,0,0,3,8,2350,0,1977,0
1025079086,20140820T000000,365000,2,1,960,223898,1,0,0,3,6,960,0,1985,0
4025300371,20150408T000000,392500,3,1,1660,8839,1,0,0,4,7,1660,0,1947,0
3715500110,20141201T000000,427000,3,1.75,1680,8610,1,0,0,4,7,1290,390,1969,0
8731800210,20140711T000000,235000,3,2.5,2350,9051,1,0,0,4,8,1570,780,1966,0
3438500796,20150430T000000,310000,3,1.5,1060,6954,1,0,0,4,6,1060,0,1983,0
2595300155,20150224T000000,565000,4,1.5,2190,8296,2,0,0,3,7,2190,0,1935,1963
6145600285,20140529T000000,3.00E+05,2,1,820,3844,1,0,0,4,6,820,0,1916,0
1930301220,20150417T000000,575000,3,1,1530,2400,1,0,0,4,7,890,640,1928,0
6713100031,20150211T000000,476000,3,2.25,1570,7187,1,0,0,4,8,1170,400,1980,0
3904901710,20150224T000000,435500,3,2.25,1450,4789,2,0,0,3,7,1450,0,1985,0
2424059163,20140709T000000,1240000,5,3.5,5430,10327,2,0,2,3,10,4010,1420,2007,0
8815400410,20150403T000000,860000,4,1.75,1890,4500,2,0,0,5,7,1490,400,1937,0
7215410430,20140728T000000,476000,4,2.5,2740,33158,2,0,0,3,9,2740,0,1993,0
7821200375,20150126T000000,432000,2,1,960,3235,1,0,0,4,7,960,0,1916,0
5559200020,20150227T000000,248500,3,2,1240,12285,1,0,0,3,7,620,620,1939,1991
3205400290,20150406T000000,420200,3,1.75,1320,7280,1,0,0,3,7,1320,0,1968,0
2791500280,20141119T000000,246000,3,2.5,1650,6675,1,0,0,3,8,1290,360,1990,0
520069032,20140716T000000,267300,3,1.75,1890,93218,1,0,0,4,7,1890,0,1964,0
8929000270,20140512T000000,453246,3,2.5,2010,2287,2,0,0,3,8,1390,620,2014,0
625049318,20140804T000000,605000,4,2,1820,7626,1,0,0,5,7,990,830,1941,0
1839920180,20150318T000000,460000,3,2.25,1620,7350,1,0,0,3,7,1170,450,1969,0
984000450,20141201T000000,260000,3,2.5,1850,7875,1,0,0,3,7,1250,600,1968,0
8651611130,20140605T000000,798000,3,3.5,3590,6402,2,0,0,3,10,3590,0,1999,0
6928000620,20150218T000000,590000,5,3,3480,6625,2,0,0,3,8,3480,0,2012,0
3348401740,20150127T000000,188000,2,1.5,1120,17487,1,0,0,3,6,1120,0,1924,0
1428001160,20150420T000000,550000,3,1.75,1890,100623,1,0,3,3,8,1890,0,1978,0
1819800042,20141114T000000,460000,2,1,880,3300,1,0,0,4,7,880,0,1909,0
8965500020,20150317T000000,780000,3,2.5,2110,9773,1,0,0,3,9,2110,0,1986,0
321079066,20150423T000000,430000,3,1.5,1810,349351,1.5,0,0,3,7,1810,0,2002,0
1423049019,20150331T000000,220000,2,1,580,7500,1,0,0,3,5,580,0,1943,0
8691440440,20141003T000000,882990,4,3.5,3560,6562,2,0,0,3,10,3560,0,2014,0
9834200390,20150512T000000,670000,3,1.5,1220,4080,1.5,0,0,5,7,1220,0,1914,0
6600000330,20140627T000000,718500,3,1.5,1200,6240,1,0,0,3,8,1030,170,1952,0
9828700685,20150513T000000,9.00E+05,3,1.75,1540,8400,1.5,0,0,3,7,1540,0,1902,0
2558700090,20140506T000000,455000,5,2.5,2240,7770,1,0,0,3,7,1340,900,1978,0
7167000040,20150305T000000,7.00E+05,4,3,3350,199253,2,0,0,3,10,3350,0,2004,0
5631500191,20150326T000000,595000,3,2.5,2550,6677,2,0,0,3,8,2550,0,2002,0
3530400080,20141226T000000,255000,2,2,1360,5433,1,0,0,3,8,1360,0,1974,2003
4310701575,20140610T000000,429000,3,3.25,1410,1246,3,0,0,3,8,1410,0,2005,0
7429000240,20141118T000000,422500,4,2.5,2550,8824,2,0,0,3,9,2550,0,1990,0
475000187,20150501T000000,452950,3,2.5,1150,1194,2,0,0,3,8,1020,130,2006,0
9274200735,20150507T000000,567500,4,1.75,2190,5060,1,0,0,3,7,1190,1000,1950,0
1523560030,20150325T000000,689000,4,2.5,2110,6069,2,0,0,3,9,2110,0,1999,0
2770604365,20140623T000000,649950,3,2.5,1500,1375,2,0,0,3,9,1200,300,2014,0
2597490660,20140624T000000,639888,4,2.5,2050,2772,2,0,0,3,8,2050,0,2012,0
925069042,20150105T000000,713000,4,3.25,2840,54400,1,0,0,4,8,2840,0,1984,0
7305300470,20141201T000000,345000,2,1.75,1820,8409,1,0,0,4,6,910,910,1948,0
4139910160,20150401T000000,1600000,5,3.25,4320,32840,2,0,0,3,12,4320,0,1990,0
5070000100,20140711T000000,205000,3,1.5,1820,8585,1,0,0,4,7,1820,0,1962,0
844000965,20140626T000000,224000,3,1.75,1500,11968,1,0,0,3,6,1500,0,2014,0
1912100875,20150423T000000,555000,2,2.25,1370,1248,2,0,0,3,7,1200,170,2000,0
65000260,20140820T000000,830000,3,2.5,3370,6550,2,0,2,4,8,2840,530,1912,2001
3623059101,20140811T000000,420000,3,3,2700,47050,2,0,0,4,9,1570,1130,1986,0
7525300310,20140619T000000,580000,4,2.25,2160,9593,1,0,0,3,8,2160,0,1969,0
6071900070,20140622T000000,5.00E+05,4,2.5,2040,8400,1,0,0,3,8,1420,620,1963,0
1370800825,20140823T000000,1298000,4,2.25,2860,5658,2,0,3,3,10,2130,730,1933,0
6751500285,20140731T000000,555700,3,2,1810,12420,1,0,0,4,7,1810,0,1957,0
8669160460,20150305T000000,289950,3,2.5,2099,4275,2,0,0,3,7,2099,0,2010,0
2391602500,20140515T000000,512500,3,2.5,1840,2875,2,0,0,4,7,1840,0,1997,0
6649900090,20150418T000000,887000,3,2,3000,22040,2,0,2,4,8,2470,530,1942,0
4022906430,20140630T000000,560000,3,2.25,2070,15002,1.5,0,0,3,8,2070,0,1955,2013
2475900170,20150429T000000,303000,4,1,2300,9583,1,0,0,3,6,1220,1080,1928,0
7129800036,20150114T000000,109000,2,0.5,580,6900,1,0,0,3,5,580,0,1941,0
7518507685,20150223T000000,4.00E+05,3,1,1100,5100,2,0,0,4,7,1100,0,1900,0
6806300750,20150318T000000,444900,4,2.5,3120,7448,2,0,0,3,9,3120,0,1998,0
3126049261,20150316T000000,259250,3,1,940,5904,1,0,0,3,6,940,0,1947,0
1891100130,20150417T000000,639000,3,2.25,1400,2421,2,0,0,3,9,1400,0,2005,0
3345100002,20141217T000000,730000,4,2.75,3440,8150,2,0,0,3,10,3440,0,2014,0
4292300024,20150302T000000,350000,3,1.5,1430,12199,1,0,0,3,7,1130,300,1948,0
9545200180,20141126T000000,575000,3,1.75,2270,10136,2,0,0,3,8,2270,0,1979,0
7852090820,20140729T000000,539900,3,2.5,2500,4203,2,0,0,3,8,2500,0,2001,0
4427100025,20140509T000000,270000,3,1.5,1500,6337,1,0,0,5,7,1500,0,1953,0
2817100430,20150511T000000,389000,3,2,2080,12972,1,0,0,4,7,1250,830,1981,0
8732130730,20141120T000000,280000,3,1.75,1770,8240,1,0,0,4,7,1240,530,1978,0
5288200070,20140730T000000,450000,3,1,1450,3350,1.5,0,0,4,7,1450,0,1919,0
4036400110,20150129T000000,3.00E+05,3,2.75,2340,12282,1,0,2,3,8,1470,870,1978,0
3876311490,20140724T000000,580000,4,2.75,3210,6825,1,0,0,5,7,1810,1400,1975,0
1189000910,20140708T000000,517000,2,1.5,1920,3408,1,0,0,4,7,960,960,1912,0
4070700290,20150226T000000,899000,3,2.5,1950,3730,2,0,0,3,9,1950,0,1996,0
9536600010,20141223T000000,520000,4,0.75,1960,8277,1,1,4,4,7,1320,640,1923,1986
2726049071,20150408T000000,489950,2,1,820,4206,1,0,0,3,5,820,0,1949,0
3235100110,20141202T000000,280000,3,1,940,7913,1,0,0,3,6,940,0,1948,0
1702900624,20140527T000000,370000,2,2.25,1280,835,2,0,0,3,7,1080,200,2009,0
2597460090,20150316T000000,1195000,3,2.25,3070,9645,2,0,0,3,10,2110,960,1987,0
984100010,20140930T000000,3.00E+05,4,2.25,2080,7700,1,0,0,3,7,1450,630,1968,0
452001540,20140818T000000,554600,3,1.75,1470,5000,1.5,0,0,5,7,1470,0,1900,0
7129303180,20141002T000000,310000,3,2,1290,6150,1,0,1,5,6,1290,0,1950,0
3760500116,20141120T000000,3070000,3,2.5,3930,55867,1,1,4,4,8,2330,1600,1957,0
2126059294,20150105T000000,960000,4,4.5,3720,7746,2,0,0,3,10,3720,0,2014,0
6377200010,20141208T000000,2175000,4,3,4750,21701,1.5,0,0,5,11,4750,0,1976,0
1498302783,20140519T000000,333000,4,2,1580,7800,2,0,0,2,6,1580,0,1906,0
65000085,20140708T000000,430000,3,2,1550,6039,1,0,0,5,7,830,720,1942,0
2551500220,20140815T000000,330000,3,1,1040,11900,1,0,0,5,6,1040,0,1972,0
8673400052,20150403T000000,560000,3,2.75,1370,1193,3,0,0,3,8,1370,0,2003,0
6072000440,20150206T000000,620000,5,3,2540,11422,1,0,0,3,8,1270,1270,1962,2014
9191200435,20141113T000000,471000,4,1.75,1450,3750,1,0,0,4,7,950,500,1925,0
1545800290,20140905T000000,215000,4,2.5,1700,6675,2,0,0,3,7,1700,0,1997,0
1459920010,20150323T000000,3.00E+05,3,2,1451,7159,1,0,0,3,7,1451,0,2010,0
7853310150,20140722T000000,625000,5,1,3240,5324,2,0,0,3,9,3240,0,2007,0
8691450120,20150227T000000,908990,4,2.75,3530,6844,2,0,0,3,10,3530,0,2014,0
8010100220,20141014T000000,999950,4,3.5,3310,4684,2,0,0,3,9,2290,1020,2014,0
6187700175,20141223T000000,440000,3,1.75,1640,8529,1,0,0,5,7,1640,0,1951,0
200520120,20140701T000000,570000,4,2.5,2590,8483,2,0,0,3,9,2590,0,1991,0
2608300035,20140527T000000,329000,3,1,1600,5952,1,0,0,4,7,1150,450,1964,0
8651410090,20150508T000000,209000,2,1,840,5265,1,0,0,5,6,840,0,1969,0
3444100400,20150316T000000,349000,3,1.75,1790,50529,1,0,0,5,7,1090,700,1965,0
1860600840,20140815T000000,925000,3,3,2560,3600,2,0,0,3,10,2110,450,1994,0
8651520400,20140612T000000,610750,4,2.25,2180,7297,2,0,0,3,8,2180,0,1984,0
4027700726,20140908T000000,470101,4,2.5,2320,7800,2,0,0,3,8,2320,0,1986,0
1972200847,20140718T000000,625000,3,2.5,1730,1301,3,0,0,3,9,1730,0,2011,0
1545801410,20150128T000000,276900,3,2.5,1620,7320,2,0,0,3,7,1620,0,1989,0
3448002285,20140702T000000,475000,4,2,2100,13468,1,0,0,5,7,1050,1050,1962,0
224069102,20140908T000000,615000,3,2,1860,42800,1,0,0,4,7,930,930,1983,0
1931300412,20150416T000000,475000,3,2.25,1190,1200,3,0,0,3,8,1190,0,2008,0
6802200110,20141029T000000,231200,3,2,1400,8821,1,0,0,3,7,1400,0,1991,0
4136930310,20141106T000000,360000,4,2.5,2390,7115,2,0,0,3,9,2390,0,1999,0
4045500510,20140521T000000,420850,1,1,960,40946,1,0,0,5,5,960,0,1945,0
8078100120,20150319T000000,340000,4,2.5,2170,19785,2,0,0,3,8,2170,0,1992,0
8565900160,20150326T000000,995000,4,2.25,2340,13406,1,0,0,4,9,2340,0,1963,0
8899200720,20150331T000000,312000,3,2.25,1470,7857,1,0,0,4,7,1180,290,1973,0
7135520610,20140529T000000,950000,4,3.5,4140,13392,2,0,0,3,11,4140,0,2000,0
629650370,20150123T000000,250000,3,2.5,1750,6351,2,0,0,3,7,1750,0,2012,0
7696620100,20150422T000000,254999,3,1,1580,7560,1,0,0,4,7,1000,580,1976,0
9828702266,20141003T000000,520000,3,2.5,1480,1165,3,0,0,3,8,1480,0,2006,0
2301400640,20140717T000000,891000,4,2,2330,5000,1.5,0,0,5,7,1720,610,1925,0
7853320550,20140805T000000,425000,4,2.5,2070,4427,2,0,0,3,7,2070,0,2007,0
5450900010,20140821T000000,993500,4,2.25,4070,23321,2,0,0,4,10,4070,0,1968,0
7010700976,20141114T000000,505000,3,1,1100,5400,1.5,0,0,3,7,1100,0,1908,0
104550540,20150120T000000,259950,4,2,1610,6650,1,0,0,3,7,1610,0,1989,0
2770604081,20150305T000000,629950,3,2.5,1680,1683,2,0,0,3,9,1120,560,2014,0
345700340,20140610T000000,306888,2,1.5,1010,7719,2,0,0,3,7,1010,0,1981,0
3625059043,20140904T000000,3300000,5,4.75,6200,13873,2,1,4,4,11,4440,1760,1989,0
5727500006,20150427T000000,679990,4,2.75,3320,8653,2,0,0,3,8,3320,0,2014,0
5151600340,20140709T000000,290000,3,1.5,1950,15954,1,0,0,4,8,1950,0,1959,0
7852190410,20140626T000000,6.00E+05,3,2.5,3240,8016,2,0,0,3,8,2910,330,2004,0
3222049151,20141030T000000,820000,3,2.5,2990,10711,1,1,4,3,9,1560,1430,1976,1991
8832900135,20150113T000000,769000,5,2.25,3320,13138,1,0,2,4,9,1900,1420,1964,0
4309720160,20141107T000000,785000,3,2.5,2930,33981,2,0,2,3,9,2930,0,2000,0
2787700580,20141028T000000,309500,3,1,1250,7320,1,0,0,3,7,1250,0,1968,0
425400115,20140715T000000,237000,3,1,1160,6132,1,0,0,4,7,1160,0,1958,0
2979800520,20140603T000000,605000,5,2.75,2740,5616,1.5,0,0,5,7,1670,1070,1925,0
